,steam_id,items_count
477907,76561198076019258,101
478008,76561198082520598,80
478088,76561198052505044,213
478301,76561198078135823,63
478364,76561198065452406,4
478368,76561198064859777,56
478424,76561198066391348,238
478662,76561198097639220,101
478763,76561198141809909,43
478806,76561198071526197,54
478860,76561198038836777,77
478937,76561198071057677,225
479162,76561198063933135,45
479207,76561198062481646,61
479268,76561198171771974,28
479296,76561198057495476,23
479319,76561197998224893,266
479585,76561198035606422,27
479612,76561197965943381,77
479689,76561198104882368,50
479739,76561198058805905,99
479838,76561198046462028,148
479986,76561198025076628,9
479995,76561197983988146,181
480176,76561198066203399,73
480249,76561198090995759,50
480299,76561198041303582,365
480664,76561198093157681,53
480717,76561198104408609,28
480745,76561198033050546,75
480820,76561198093148567,103
480923,76561197999426881,756
481679,76561198056645429,74
481753,76561198056543073,77
481830,76561198092046332,113
481943,76561198045319744,91
482034,76561198046217817,80
482114,76561198035362505,286
482400,76561198064696256,192
482592,76561198073672553,48
482640,76561198036460233,421
483061,76561198072039577,83
483144,76561198079010291,13
483157,76561198050971739,81
483238,76561198074844735,34
483306,76561198001812004,51
483357,76561198068299176,18
483375,76561198060060658,113
483488,76561198104846674,39
483527,76561198040089916,64
483591,76561198079953128,50
483641,76561198085200257,68
483709,76561198060379908,174
483883,76561198107909648,40
483923,76561198044685224,83
484006,76561198010114015,96
484102,76561198072751502,105
484207,76561198054197765,100
484307,76561198050945050,136
484443,76561198044569563,21
484464,76561198095072102,72
484536,76561198089647425,91
484627,76561198046583586,138
484765,76561198009428445,127
484892,76561198083794848,108
485000,76561198054787103,109
485109,76561198050156481,63
485172,76561198064928474,122
485294,76561198068806780,19
485313,76561198159058928,24
485337,76561198075806655,96
485433,76561198068063105,39
485472,76561198014906447,329
485801,76561198172457870,17
485818,76561198071507074,46
485864,76561198032400276,113
485977,76561198309031127,1
485978,76561198130106002,30
486008,76561198068219186,44
486052,76561198058885579,18
486070,76561198057583827,72
486142,76561198078217913,119
486261,76561198060163049,41
486302,76561198049376541,70
486372,76561198039700106,64
486436,76561198090449046,54
486490,76561198041679528,49
486539,76561198325409826,3
486542,76561198091809731,7
486549,76561198107090433,14
486563,76561197984074259,28
486591,76561198088673274,46
486637,76561198068085747,53
486690,76561198006532207,154
486844,76561198066069464,15
486859,76561198058902962,142
487001,76561198071352100,81
487082,76561198034215364,228
487310,76561198069756225,74
487384,76561198128539910,18
487402,76561198087066450,28
487430,76561198097456611,93
487523,76561198016310828,686
488209,76561198020328489,161
488370,76561198067402913,146
488516,76561198069831877,65
488581,76561198071110303,155
488736,76561198046657821,468
489204,76561198005066500,121
489325,76561198079646778,43
489368,76561198044279113,45
489413,76561198006017732,26
489439,76561198074254609,382
489821,76561198088089616,52
489873,76561198066361178,105
489978,76561198037519056,165
490143,76561198056094672,164
490307,76561198077188505,232
490539,76561198061207064,70
490609,76561198059023097,66
490675,76561197965555514,186
490861,76561198067193543,102
490963,76561198081367066,19
490982,76561198055915124,82
491064,76561198079316689,41
491105,76561198061883762,93
491198,76561198058249303,99
491297,76561198034512932,158
491455,76561198080536623,24
491479,76561198130700906,67
491546,76561198083937454,22
491568,76561198069922351,56
491624,76561198011524760,333
491957,76561198287053107,49
492006,76561198024300582,27
492033,76561198056873512,91
492124,76561198075278173,32
492156,76561198038397345,54
492210,76561198026336033,307
492910,76561198130206911,46
492956,76561198032422851,67
493023,76561198116519349,36
493059,76561198017617544,52
493111,76561198061807140,150
493261,76561198064383319,31
493292,76561198214166507,17
493309,76561198050455850,241
493550,76561198008795992,19
493569,76561198091229557,16
493585,76561198056087959,43
493628,76561198031839921,135
493763,76561198103316397,88
493851,76561198011142193,116
493967,76561198084689919,20
493987,76561198068494125,90
494077,76561198077707535,81
494158,76561198079340181,38
494196,76561198077984578,37
494233,76561198000771411,67
494300,76561198007303268,9
494309,76561198060785883,232
494541,76561198059530791,131
494672,76561198053964143,594
495266,76561198073942119,61
495327,76561198068746094,47
495374,76561198037977309,128
495502,76561198079613755,34
495536,76561198071956567,26
495562,76561198020480256,84
495646,76561198069601308,133
495779,76561198035762177,24
495803,76561198033995949,257
496060,76561197960270742,36
496096,76561198070492857,34
496130,76561198004949237,32
496162,76561198073453337,70
496232,76561198038871174,123
496355,76561198082775793,95
496450,76561198081071899,136
496586,76561198084003806,16
496602,76561198087813070,64
496666,76561198152129309,19
496685,76561198069631393,80
496765,76561198085960836,36
496801,76561198098656294,23
496824,76561198054371658,137
496961,76561198039088657,113
497074,76561198051506508,43
497117,76561198064299834,140
497257,76561197995418864,182
497439,76561198087381424,46
497485,76561198026341149,304
497789,76561198071103805,109
497898,76561198088589150,24
497922,76561198072522597,156
498078,76561198069947897,54
498132,76561198070559036,105
498237,76561198083062111,129
498366,76561198129265482,190
498556,76561198086834674,108
498664,76561198054922473,39
498703,76561198124856019,66
498769,76561198076153763,61
498830,76561198024243833,79
498909,76561198117321520,44
498953,76561198045524632,62
499015,76561198065844178,17
499032,76561198032199547,107
499139,76561198074285384,31
499170,76561198072355008,64
499234,76561198041635690,40
499274,76561198091950237,18
499292,76561198001297387,138
499430,76561198058756710,69
499499,76561198186712695,26
499525,76561198097038758,50
499575,76561198050411876,29
499604,76561198068985504,47
499651,76561198061741370,259
499910,76561198020130785,49
499959,76561198018025756,46
500051,76561198002928461,164
500215,76561198064681833,98
500313,76561198093819872,40
500353,76561198120492246,63
500416,76561198204073681,49
500465,76561198080876351,114
500579,76561198071705626,141
500720,76561198069222557,207
500927,76561198050724153,13
500940,76561198046121747,89
501029,76561198118315812,278
501307,76561198073057104,12
501319,76561198062630071,91
501410,76561198088129605,68
501478,76561198090648130,59
501537,76561198083781251,59
501596,76561198069238749,116
501712,76561198032873398,388
502100,76561198107602070,31
502131,76561198123316723,13
502144,76561198045479668,116
502260,76561198015512872,51
502311,76561198140052687,53
502364,76561198134106804,75
502439,76561198083610444,119
502558,76561197979026026,707
503265,76561198011183360,47
503312,76561198071777773,64
503376,76561198078338479,5
503381,76561198063185681,153
503534,76561198085399133,68
503602,76561198052190253,81
503683,76561198057952893,76
503759,76561198071683194,174
503933,76561198085677817,69
504002,76561198050410638,341
504343,76561198056959680,61
504404,76561198042018390,79
504483,76561198075844635,11
504494,76561198064672197,80
504574,76561198036878429,172
504746,76561198049800808,56
504802,76561198095066558,70
504942,76561198049126587,128
505070,76561198078815230,74
505144,76561198044212679,126
505270,76561198106868220,229
505499,76561198085293191,23
505522,76561198091085055,74
505596,76561197969396722,215
505811,76561198084952359,30
505841,76561198060756305,30
505871,76561198033326316,166
506037,76561197992887038,31
506068,76561198048306974,107
506175,76561197997315547,389
506564,76561198054560455,61
506625,76561198081295657,135
506760,76561198085158965,46
506806,76561198080494889,78
506884,76561198100578926,23
506907,76561198092918586,33
506940,76561198089153664,51
506991,76561198037560196,162
507153,76561198076110743,34
507187,76561198061566214,54
507241,76561198064404467,41
507282,76561198102448989,119
507401,76561198046227105,199
507600,76561198069053337,35
507635,76561198084698277,154
507789,76561198081000995,57
507846,76561198011340894,84
507930,76561198068753210,98
508028,76561198083639763,579
508607,76561198059528948,84
508691,76561198142973970,102
508793,76561198059684074,26
508819,76561198082864529,60
508879,76561197976947503,383
509262,76561198066766129,69
509331,76561198094665607,198
509529,76561198084421193,71
509869,76561198090091681,335
510204,76561198065032572,137
510341,76561197970997520,140
510481,76561198066681449,157
510638,76561198063577286,48
510686,76561198092144357,6
510692,76561198098423566,92
510784,76561198069606786,87
510871,76561198069601638,55
510926,76561198092355700,32
510958,76561198081468009,25
510983,76561198023314106,90
511073,76561198073169226,68
511141,76561198061175850,53
511194,76561198097470405,338
511532,76561198080872593,6
511538,76561198085716402,32
511570,76561198044499654,159
511729,76561198074338461,89
511818,76561198094054291,10
511828,76561198114969651,148
511976,76561198100314096,47
512023,76561198075705618,76
512099,76561198093174484,64
512163,76561198100068352,30
512193,76561198061547085,238
512431,76561198069117620,78
512509,76561198077432620,71
512580,76561198027032118,182
512762,76561198054164381,236
512998,76561198080212500,51
513049,76561198064188504,100
513149,76561198022463111,98
513247,76561198042496236,77
513324,76561198162957667,20
513344,76561198057283559,110
513454,76561197970912667,23
513477,76561198089179910,68
513545,76561198028758128,234
513779,76561198071110661,16
513795,76561198074945020,283
514078,76561198080914102,109
514187,76561198122117056,96
514283,76561198024446508,231
514514,76561198026994893,10
514524,76561198047415253,12
514536,76561198097010250,98
514634,76561198079529917,122
514756,76561198046759737,55
514811,76561197990926687,106
514917,76561198034665168,40
514957,76561198042650333,60
515017,76561198041598594,31
515048,76561198071935059,52
515100,76561198033677435,47
515147,76561198056689045,109
515256,76561198155754459,50
515306,76561198061084794,45
515351,76561198049136090,19
515370,76561198125631769,70
515440,76561198045783688,86
515526,76561198160472859,29
515555,76561198055872472,44
515599,76561198066714498,60
515659,76561198066766363,52
515711,76561198049320489,102
515813,76561197980386478,215
516028,76561198086918051,62
516090,76561198069453684,59
516149,76561198053772119,126
516275,76561198056765750,145
516420,76561198060494794,106
516526,76561198204697128,105
516631,76561197984379383,16
516647,76561197996465547,19
516666,76561198089944936,27
516693,76561198057772084,51
516744,76561198066916585,116
516860,76561198064949993,160
517020,76561198041192158,65
517085,76561198041651621,94
517179,76561198090209567,3
517182,76561198044332393,242
517424,76561198083246772,47
517471,76561197961938345,106
517577,76561198004203858,349
517926,76561198140788321,28
517954,76561198087027503,87
518041,76561198027522403,113
518154,76561197983919187,184
518338,76561198035417415,66
518404,76561198053623669,37
518441,76561197988933055,167
518608,76561198012784574,261
518869,76561198054272239,72
518941,76561198055632741,74
519015,76561198095042791,46
519061,76561198089647747,16
519077,76561198077190475,129
519206,76561198061404366,52
519258,76561198091562392,9
519267,76561198050776986,93
519360,76561198084162760,32
519392,76561197981391132,99
519491,76561198080156037,44
519535,76561197983944271,196
519731,76561198072342419,38
519769,76561198091558225,133
519902,76561198058892496,73
519975,76561198040094213,97
520072,76561198004791440,74
520146,76561198022458762,98
520244,76561198216996752,20
520264,76561198078772605,36
520300,76561198084906493,177
520477,76561198097640986,35
520512,76561198053250719,59
520571,76561197972904421,1306
521877,76561198036810976,283
522160,76561197998651574,87
522247,76561198102032565,56
522303,76561198077726791,24
522327,76561198090184396,24
522351,76561198063915771,34
522385,76561198040899282,140
522525,76561198011490845,160
522685,76561198014799083,107
522792,76561198078605101,13
522818,76561198058938056,13
522831,76561198081791076,102
522933,76561197986468427,127
523060,76561198086432134,43
523103,76561198093797146,33
523136,76561198023231112,186
523322,76561198025476183,29
523351,76561197961045385,114
523465,76561198076127919,77
523542,76561198016750146,142
523684,76561198059876021,30
523714,76561198049851547,64
523778,76561198046584688,82
523860,76561198042024307,119
523979,76561198049910471,45
524024,76561198056546335,146
524170,76561198093186586,75
524245,76561198056502091,115
524360,76561198052377793,136
524496,76561198024087076,56
524552,76561198087066156,2983
527535,76561198039704283,12
527547,76561198065435743,256
527803,76561197991288051,156
527959,76561197993376530,195
528154,76561198041284313,353
528507,76561198117813768,77
528584,76561198035793083,125
528709,76561198076638440,128
528837,76561198035587588,43
528880,76561198060496164,54
528934,76561198062244065,20
528954,76561198040163405,14
528968,76561198069486363,35
529003,76561198041266554,123
529126,76561198086377466,9
529135,76561198002513165,390
529525,76561197987012989,27
529552,76561198085457258,97
529649,76561198049262986,15
529664,76561198151468400,52
529716,76561197992810775,362
530078,76561197963590175,409
530487,76561198068688231,57
530544,76561198017341667,203
530747,76561198060969570,74
530821,76561198069530407,127
530948,76561198067930985,66
531014,76561198068014524,42
531056,76561198133739921,97
531153,76561198073102260,93
531246,76561198061973910,27
531273,76561198091114589,19
531292,76561198103364951,29
531321,76561198057653398,73
531394,76561198222651612,76
531470,76561198139551265,36
531506,76561198033469980,114
531620,76561197993958579,80
531700,76561198070899741,72
531772,76561198066345808,38
531810,76561198091387316,144
531954,76561198050396303,127
532081,76561198027122657,41
532122,76561198119345370,37
532159,76561198017205526,170
532329,76561198064710856,43
532372,76561198064157979,85
532457,76561198077871850,52
532509,76561198040532631,209
532718,76561198004670188,162
532880,76561198073417448,95
532975,76561198024261626,91
533066,76561198053104843,17
533083,76561198091152936,25
533108,76561198082644667,81
533189,76561197963281637,151
533340,76561198080889775,115
533455,76561198048191274,31
533486,76561198018561494,104
533590,76561198053663133,36
533626,76561198068708604,76
533702,76561198295181781,16
533718,76561198088876194,35
533753,76561198002527794,43
533796,76561198073322524,32
533828,76561198035341650,13
533841,76561198055895017,83
533924,76561198056597308,78
534002,76561198086963817,47
534049,76561198080624228,38
534087,76561198056887526,30
534117,76561198051144781,43
534160,76561198073329158,53
534213,76561198061892718,72
534285,76561198017394725,95
534380,76561198038259400,175
534555,76561198080921963,29
534584,76561198065983232,38
534622,76561198032342513,80
534702,76561198006581358,629
535331,76561198077911827,79
535410,76561198016458849,44
535454,76561198051314722,65
535519,76561198085099625,23
535542,76561198048904403,98
535640,76561198067081210,39
535679,76561198062986334,127
535806,76561198067415955,14
535820,76561198077333404,155
535975,76561198060375856,66
536041,76561198084195060,68
536109,76561198055516567,224
536333,76561197999845950,82
536415,76561198091371676,64
536479,76561198062150407,66
536545,76561198009663359,54
536599,76561198056764567,63
536662,76561198074832812,112
536774,76561198092104105,85
536859,76561198069050560,161
537020,76561198064534549,109
537129,76561198090785035,29
537158,76561198065662487,31
537189,76561198100119468,2
537191,76561198027509426,301
537492,76561198000631677,259
537751,76561198063412754,40
537791,76561198057970794,28
537819,76561197962272759,65
537884,76561198054679905,121
538005,76561198093921826,34
538039,76561198024662250,386
538425,76561198070413694,15
538440,76561198039944764,253
538693,76561198094329976,70
538763,76561198072850976,55
538818,76561198107155759,82
538900,76561198063455959,13
538913,76561198090697615,141
539054,76561198066716848,83
539137,76561198089695753,59
539196,76561198058964311,23
539219,76561198100278196,69
539288,76561198098536235,7
539295,76561198074766582,7
539302,76561198064929514,45
539347,76561198064951075,114
539461,76561198109908926,57
539518,76561198097885305,53
539571,76561198068546969,49
539620,76561198088865993,32
539652,76561198044231314,216
539868,76561198056600667,55
539923,76561198056528357,64
539987,76561198002644780,344
540331,76561198066502093,123
540454,76561198095205863,87
540541,76561198051317490,86
540627,76561198057412559,117
540744,76561198033539928,23
540767,76561198095771500,15
540782,76561198053721371,57
540839,76561198194844381,88
540927,76561198085149092,29
540956,76561198037924654,63
541019,76561198097857735,12
541031,76561198093244874,11
541042,76561198074766231,27
541069,76561198079874970,152
541221,76561198063867227,92
541313,76561197998369986,149
541462,76561198068549781,34
541496,76561197996576526,56
541552,76561198079037385,74
541626,76561198025409181,78
541704,76561198077095698,192
541896,76561198050952720,52
541948,76561198051082631,68
542016,76561198005331205,191
542207,76561198092980663,12
542219,76561198092305052,74
542293,76561198093185320,11
542304,76561198058849688,125
542429,76561198055065409,487
542916,76561198089784867,70
542986,76561198018736748,232
543450,76561198071505477,65
543515,76561198089040315,18
543533,76561198104999290,52
543585,76561198011744599,58
543643,76561198044027001,211
543854,76561198077795958,86
543940,76561198075407624,74
544014,76561198065873640,58
544072,76561198095422802,154
544226,76561198091003692,90
544316,76561198090818363,107
544423,76561198098061553,37
544460,76561198084495414,44
544504,76561198094682196,104
544608,76561198076445412,91
544699,76561198051434179,42
544741,76561198092347021,73
544814,76561198063016001,54
544868,76561198093838282,52
544920,76561198014598953,81
545001,76561198056857007,135
545136,76561198108226847,86
545222,76561198099270623,65
545287,76561198092835376,141
545428,76561198088560485,144
545572,76561198108546118,89
545661,76561198100408387,48
545709,76561198115884892,70
545779,76561198053686868,144
545923,76561198155122205,47
545970,76561198042068202,291
546261,76561198096037903,49
546310,76561198069490363,343
546653,76561198060035281,80
546733,76561198091636035,15
546748,76561198082622016,75
546823,76561198092328512,117
546940,76561198039356402,119
547059,76561198040097386,436
547495,76561198038225943,161
547656,76561198094674051,72
547728,76561198090020454,63
547791,76561198086581134,59
547850,76561198045669543,33
547883,76561198201648049,20
547956,76561197996953244,479
548435,76561198092225388,11
548446,76561198000776667,756
549202,76561198032974615,109
549311,76561198093276380,47
549358,76561198100949100,131
549489,76561198042817445,171
549660,76561198063370658,19
549679,76561198058644622,64
549743,76561198060919843,76
549819,76561198038743632,66
549885,76561198067959834,13
549898,76561198253382116,13
549911,76561198009310459,338
550300,76561198062785129,66
550366,76561198083176801,57
550423,76561198068144933,102
550525,76561198032345325,1144
551669,76561198066675809,14
551683,76561198092424671,49
551732,76561198090444794,35
551767,76561198062222961,46
551813,76561198051265484,4
551817,76561198097453305,25
551842,76561198096899089,31
551873,76561198022316167,123
551996,76561198094193531,76
552072,76561198074322616,27
552099,76561198075047493,173
552272,76561198096492223,150
552422,76561198089961001,59
552481,76561198072068400,154
552635,76561198096830947,88
552723,76561198083490247,56
552779,76561198119234219,148
552927,76561198058739910,3
552930,76561198023941127,170
553100,76561198072840736,61
553161,76561198077975515,59
553220,76561198096008776,67
553287,76561198033156200,131
553418,76561198077793852,21
553439,76561198080768363,13
553452,76561198000694281,47
553499,76561198096506760,22
553521,76561198200746983,26
553547,76561198076788019,7
553554,76561198021482710,46
553600,76561198074646095,40
553640,76561198095826521,80
553720,76561198063443652,154
553874,76561198095049646,2697
556571,76561198033472736,130
556701,76561198035515454,80
556781,76561198060440669,79
556860,76561198046583110,98
556958,76561198091358153,6
556964,76561198073605613,37
557001,76561198083518792,102
557103,76561198084042712,31
557134,76561198080187367,54
557188,76561198048071206,152
557340,76561198053559679,7
557347,76561198075635048,52
557399,76561198058529189,58
557457,76561198220237531,9
557466,76561198067741935,61
557527,76561198071247523,43
557570,76561198068599499,41
557611,76561198128382513,64
557675,76561198076634427,50
557725,76561198064375394,174
557899,76561198007799026,383
558282,76561198064621980,1371
559653,76561198075694490,38
559691,76561198058955764,64
559755,76561198044349629,68
559823,76561198019442590,72
559895,76561198071334632,102
559997,76561198087445400,93
560090,76561198055819674,169
560259,76561198077103931,40
560299,76561198072742687,9
560308,76561198069978442,59
560367,76561198109618175,84
560451,76561198061783922,56
560507,76561198089043254,131
560638,76561198125825983,100
560738,76561198059501237,47
560785,76561198123240926,55
560840,76561197994509224,117
560957,76561198159037032,258
561215,76561198027246196,926
562141,76561198085973997,61
562202,76561198064149420,14
562216,76561198045263892,184
562400,76561198086235655,47
562447,76561198047646058,238
562685,76561198075068290,51
562736,76561198060150729,33
562769,76561198066794851,19
562788,76561198048118751,117
562905,76561198067209151,35
562940,76561198100039701,89
563029,76561198143572632,22
563115,76561198109138361,46
563161,76561197997793014,105
563266,76561198035820394,87
563353,76561198063132788,71
563424,76561198079324157,85
563509,76561198086884048,124
563633,76561197960289967,20
563653,76561198081011232,43
563696,76561198092542343,33
563729,76561198096654663,38
563767,76561198018743551,33
563800,76561198206303015,552
564352,76561198062011594,23
564375,76561198076346235,37
564412,76561198097380783,91
564503,76561198071584508,156
564659,76561198062651694,119
564778,76561198086595056,66
564844,76561198029024223,223
565067,76561198054390879,21
565088,76561198082760506,153
565241,76561198068792113,42
565283,76561198048188578,314
565597,76561198042712518,166
565763,76561198059845202,27
565790,76561198242243578,22
565812,76561198093183927,58
565870,76561198015853169,129
565999,76561198045542366,66
566065,76561198103528087,51
566116,76561198072028129,101
566217,76561197978409306,178
566395,76561198027758409,108
566503,76561198058323569,101
566604,76561198081262349,8
566612,76561198174672465,97
566709,76561198061557655,65
566774,76561198047714223,89
566863,76561198063480702,42
566905,76561198027151746,185
567090,76561198127683742,43
567133,76561198122312321,41
567174,76561198045129491,61
567235,76561198105732024,37
567272,76561198085869763,123
567395,76561198058751883,212
567607,76561198097226238,75
567682,76561198087982200,57
567739,76561198157047989,28
567767,76561198130550472,151
567918,76561198064078645,138
568056,76561198068436725,30
568086,76561198072071661,257
568343,76561198068048978,17
568360,76561198052515259,18
568378,76561197977119673,201
568579,76561198102055682,46
568625,76561198082441881,25
568650,76561198122276303,82
568732,76561198046360205,42
568774,76561198057862579,154
568928,76561198095497571,37
568965,76561198079644075,32
568997,76561198073184460,113
569110,76561198184724822,71
569181,76561198094532627,83
569264,76561198063988555,56
569320,76561198054748824,79
569399,76561198030333985,143
569542,76561198081698325,59
569601,76561198025747874,197
569798,76561198199891675,35
569833,76561198023367183,12
569845,76561198084711261,37
569882,76561198153243158,21
569903,76561198090750986,79
569982,76561198058908367,15
569997,76561198073991990,92
570089,76561198061577824,98
570187,76561198091127650,14
570201,76561198070776180,42
570243,76561198056950125,116
570359,76561198045718396,42
570401,76561198088079961,9
570410,76561198071002017,5
570415,76561198061310188,147
570562,76561198098136638,51
570613,76561198047295171,191
570804,76561198070268080,178
570982,76561198086791205,83
571065,76561198122215471,18
571083,76561198023057730,278
571361,76561198041747373,159
571520,76561198048435920,141
571661,76561197981261188,88
571749,76561198017119708,94
571843,76561198063648204,24
571867,76561198057860256,430
572297,76561198093773229,81
572378,76561198104017243,82
572460,76561198055316180,130
572590,76561198008196073,134
572724,76561198036496624,88
572812,76561198131070201,112
572924,76561198131802758,73
572997,76561198070839120,33
573030,76561198046830679,100
573130,76561198042424819,64
573194,76561198085049871,248
573642,76561198202908525,18
573660,76561198042240326,160
573820,76561198047200102,175
573995,76561198040536775,172
574167,76561198056693884,52
574219,76561198104201240,21
574240,76561198042743968,114
574354,76561198071786378,27
574381,76561198068627363,43
574424,76561198081976097,129
574553,76561198019442854,88
574641,76561198095960883,70
574711,76561198098482126,59
574770,76561198032376223,39
574809,76561198059286499,107
574916,76561198095756783,117
575033,76561198046140324,38
575071,76561198066320829,29
575100,76561198068642601,62
575162,76561198068567051,110
575272,76561198066698645,51
575323,76561198068956371,124
575447,76561198047923732,214
575661,76561198067835511,252
575913,76561198099266226,134
576047,76561198031994418,320
576367,76561198045394882,12
576379,76561198066133843,60
576439,76561198048088970,81
576520,76561198094413234,217
576737,76561198103620512,24
576761,76561198063867749,85
576846,76561198081201103,73
576919,76561198107601321,60
576979,76561198079420776,94
577073,76561198084822607,45
577118,76561198078122617,70
577188,76561198081530329,6
577194,76561198091787623,26
577220,76561198090587256,32
577252,76561198094553125,81
577333,76561198244813534,13
577346,76561198043589567,21
577367,76561198132143222,11
577378,76561198095088174,7
577385,76561198006649524,17
577402,76561198069674760,10
577412,76561198084139327,3
577415,76561198045724671,8
577423,76561198044886922,9
577432,76561198061552411,24
577456,76561198073163520,41
577497,76561198076539681,9
577506,76561198062338065,17
577523,76561197987835955,24
577547,76561198071389962,4
577551,76561198090873571,1
577552,76561198094926732,36
577588,76561198059326287,142
577730,76561198119691766,35
577765,76561198075118065,69
577834,76561198079921152,112
577946,76561198060623535,47
577993,76561198082828390,6
577999,76561198073029242,111
578110,76561198129380421,139
578249,76561198100665500,31
578280,76561198095774702,13
578293,76561198058249980,34
578327,76561198094760966,10
578337,76561198056657904,340
578677,76561198068538206,82
578759,76561198089787469,26
578785,76561198089037205,74
578859,76561198036848588,20
578879,76561198109068932,21
578900,76561198059691459,58
578958,76561198070401104,105
579063,76561198062336903,57
579120,76561198111669258,82
579202,76561198029589709,38
579240,76561198045246599,176
579416,76561198018986283,709
580125,76561198122751069,6
580131,76561198079356429,73
580204,76561198054772649,118
580322,76561198017085499,332
580654,76561198060762677,118
580772,76561198050720299,58
580830,76561198028414681,125
580955,76561198072266226,63
581018,76561198055111276,11
581029,76561198048151962,5027
586056,76561197966465521,358
586414,76561198072050238,31
586445,76561198080159557,70
586515,76561198056894326,23
586538,76561198078685690,24
586562,76561198049854201,82
586644,76561198058912759,76
586720,76561197997118766,861
587581,76561198087942400,65
587646,76561198076040360,61
587707,76561197970687008,107
587814,76561198036693544,72
587886,76561198064865352,188
588074,76561198036009481,47
588121,76561198067546287,15
588136,76561198111094443,55
588191,76561198075505124,16
588207,76561198065220200,97
588304,76561198083281539,71
588375,76561198166092407,84
588459,76561198049338710,11
588470,76561198044883812,50
588520,76561198044060397,251
588771,76561198067860887,69
588840,76561198118965684,6132
594972,76561198074764148,19
594991,76561198083518085,69
595060,76561198078158380,76
595136,76561198218523079,18
595154,76561198095779146,15
595169,76561198071314471,15
595184,76561198047794908,171
595355,76561198056324375,32
595387,76561198057953245,70
595457,76561198063852014,74
595531,76561198028330335,50
595581,76561198036780547,133
595714,76561198023027247,63
595777,76561198051569311,23
595800,76561198025395819,123
595923,76561198076240240,53
595976,76561198072644714,31
596007,76561198034085484,12
596019,76561198071589126,98
596250,76561198063579433,14
596264,76561198101401653,206
596470,76561198035870251,293
596763,76561198073074331,44
596807,76561198016066771,28
596835,76561198066917805,50
596885,76561198063911067,35
596920,76561197999949472,63
596983,76561198086885214,157
597140,76561198071681706,83
597223,76561198071394519,283
597506,76561198031462148,15
597536,76561198058645143,20
597556,76561198047149192,22
597578,76561198065053375,114
597692,76561197992465037,201
597893,76561198066168382,21
597914,76561197993185475,812
598726,76561197963839778,109
598835,76561198073280697,193
599028,76561198006896411,84
599112,76561198108579662,34
599146,76561198033082977,67
599213,76561198046777861,137
599350,76561198016412150,18
599368,76561198067791030,101
599469,76561198079974158,13
599482,76561198047075604,31
599513,76561198059175848,50
599563,76561197986829175,251
599814,76561198075003490,56
599870,76561198043319694,123
599993,76561198054605641,36
600029,76561198033060868,41
600070,76561198040839293,86
600156,76561198094550513,94
600250,76561198088239042,4
600254,76561198085209611,74
600328,76561198056636850,16
600344,76561197975369524,2585
602929,76561198103355372,8
602937,76561198028543950,241
603178,76561198030656430,569
603747,76561198086972859,42
603789,76561197990655365,40
603829,76561198057519270,59
603888,76561198012036589,125
604013,76561197977767929,257
604270,76561198081026741,43
604313,76561198089326760,75
604388,76561198100305188,74
604462,76561198043634844,266
604728,76561198016152495,439
605167,76561198019216358,383
605860,76561198081476102,52
605912,76561198057786839,36
605948,76561198057715695,32
605980,76561198061038212,32
606012,76561198044117893,216
606228,76561197965157441,105
606333,76561198011498226,120
606453,76561198083969021,83
606536,76561198060719142,51
606587,76561198045292915,74
606661,76561198092800229,17
606678,76561197993708178,112
606790,76561198032588285,89
606879,76561198051686686,82
606961,76561198057065903,189
607150,76561198094654634,19
607169,76561198071845461,77
607246,76561198080873956,7
607253,76561198086703403,11
607264,76561198068150233,56
607320,76561198079873195,30
607350,76561198092473445,97
607447,76561198038303407,108
607555,76561198048742831,82
607637,76561198088082495,105
607742,76561198098510277,71
607813,76561198097534158,93
607906,76561197990340465,328
608234,76561198018293914,191
608425,76561198039533995,66
608491,76561198045746510,11
608502,76561198073504291,105
608607,76561198025732569,75
608682,76561198009569147,39
608721,76561198045790086,57
608778,76561198082607692,52
608830,76561198070319374,101
608931,76561198031909952,290
609221,76561198045558535,25
609714,76561198077032945,107
609821,76561198054371024,107
609928,76561198082366634,89
610017,76561198152290440,23
610040,76561198045563167,58
610098,76561198049020289,62
610160,76561198082886006,68
610228,76561197994453514,19
610247,76561198127134766,46
610293,76561198062537635,207
610500,76561198047095349,150
610650,76561198066916411,49
610699,76561197999113201,247
610946,76561198067144615,20
610966,76561198087020804,34
611000,76561198070202465,69
611069,76561198038005659,178
611247,76561198090150367,37
611284,76561198053767969,215
611499,76561198066067219,71
611570,76561198069145498,20
611590,76561198009007366,170
611760,76561197970545960,285
612045,76561198033459774,15
612060,76561198106612453,35
612095,76561198066170298,8
612103,76561198048139936,33
612136,76561197971059162,152
612288,76561198072798256,49
612337,76561198047695685,23
612360,76561198203305963,7
612367,76561198069090295,111
612478,76561198057740459,159
612637,76561198044422873,79
612716,76561198040602042,77
612793,76561198029334441,79
612872,76561198080248619,157
613029,76561198071592261,103
613132,76561198051374238,196
613524,76561198095149792,39
613563,76561198072642584,10
613573,76561198054873935,219
613792,76561198055528217,69
613861,76561198060556832,124
613985,76561198059294520,37
614022,76561198067952066,85
614107,76561198027256258,89
614196,76561198067428474,60
614256,76561198088812319,35
614291,76561198105261243,36
614327,76561198098481576,90
614417,76561198020709117,852
615269,76561198041277935,119
615388,76561198110272290,70
615458,76561198058835649,20
615478,76561198060337601,143
615621,76561198066272393,27
